Property_ID,Listing_Title,Property_Type,Listing_Type,Created_F,Created,Scraped_F,Scraped,Latitude,Longitude,Airbnb_PID,Airbnb_HID
ab-125636,Double Trouble room: 2 comfy double beds,Bed and breakfast,Private room,5/23/11,2011-05-23,12-1-18,2018-12-01,49.15402045,-125.9108112,125636,624364
ab-7482398,Forest Den at the Beach,Cabin,Entire home/apt,7/19/15,2015-07-19,2-23-17,2017-02-23,49.11626654,-125.8926501,7482398,9729555
ab-7483675,Solwood&#x27;s Ocean Path Beach House,House,Entire home/apt,7/20/15,2015-07-20,10-25-16,2016-10-25,49.11746556,-125.8927045,7483675,9729555
ab-18598927,"The Loon Room, Waterfront Guest House",Guest suite,Private room,5/5/17,2017-05-05,9-30-18,2018-09-30,49.1480788,-125.9145462,18598927,19074636
ab-7495694,"Tofino Luxury
371 Tonquin Park Road",House,Entire home/apt,7/20/15,2015-07-20,5-23-19,2019-05-23,49.14669,-125.89645,7495694,3475741
ab-19753546,Central Tofino 2 Bedroom Suite,Guest suite,Entire home/apt,7/6/17,2017-07-06,5-22-19,2019-05-22,49.15005,-125.90161,19753546,19877069
ab-10000439,Dancing Cedars Private,House,Entire home/apt,12/14/15,2015-12-14,4-29-19,2019-04-29,49.14913171,-125.8939198,10000439,51374293
ab-10001288,Dancing Cedars Private Room 1,House,Private room,12/14/15,2015-12-14,5-21-19,2019-05-21,49.14859,-125.89489,10001288,51374293
ab-209494,Modern Harbour View Home,House,Entire home/apt,8/27/11,2011-08-27,5-22-19,2019-05-22,49.14923,-125.89461,209494,1032468
ab-10086245,Dancing Cedars Private Room 2,House,Private room,12/19/15,2015-12-19,5-24-19,2019-05-24,49.14945,-125.89535,10086245,51374293
ab-10086394,Dancing Cedars Private Room 3,House,Private room,12/19/15,2015-12-19,5-23-19,2019-05-23,49.14954,-125.8935,10086394,51374293
ab-10102912,Private B,Entire house,Entire home/apt,12/20/15,2015-12-20,1-1-18,2018-01-01,49.15002162,-125.8946254,10102912,51374293
ab-15418928,Cable Cove Inn,Bed & Breakfast,Private room,10/7/16,2016-10-07,12-5-16,2016-12-05,49.15357525,-125.9100357,15418928,82713713
ab-7518980,Chesterman Beach Guest House,House,Entire home/apt,7/21/15,2015-07-21,10-29-18,2018-10-29,49.12305872,-125.8935965,7518980,7434361
ab-7518982,Chesterman Beach Guest House #2,Apartment,Entire home/apt,7/21/15,2015-07-21,12-17-16,2016-12-17,49.12143983,-125.8928765,7518982,7434361
ab-3890303,Cedar Surf - Rainforest Paradise,House,Entire home/apt,12/5/16,2016-12-05,5-24-19,2019-05-24,49.13447,-125.89248,3890303,9425739
ab-1919844,Bright & modern private room- Queen,Bed & Breakfast,Private room,11/10/13,2013-11-10,12-19-16,2016-12-19,49.14916439,-125.9003439,1919844,9952487
ab-10254784,Maris - New Tofino Waterfront Suite,Apartment,Entire home/apt,12/29/15,2015-12-29,3-25-19,2019-03-25,49.15418,-125.90638,10254784,2118559
ab-1920505,Spacious room with king bed & view,Guesthouse,Private room,11/10/13,2013-11-10,12-19-16,2016-12-19,49.14827979,-125.9006208,1920505,9952487
ab-1948238,Ocean Front Condo Downtown Tofino,Condominium,Entire home/apt,11/16/13,2013-11-16,5-22-19,2019-05-22,49.15384,-125.90906,1948238,8813504
ab-1949715,1 BedR Loft Style Ocean Front Apt,Loft,Entire home/apt,11/16/13,2013-11-16,5-23-19,2019-05-23,49.15303,-125.90937,1949715,8813504
ab-12684745,Pacific Paradise - Silver Streak,Camper/RV,Entire home/apt,4/25/16,2016-04-25,1-19-19,2019-01-19,49.11122566,-125.8775119,12684745,32545687
ab-3912404,Green Cedar Retreat: Queen Suite+Hot Tub,House,Private room,8/18/14,2014-08-18,5-22-19,2019-05-22,49.13173,-125.89495,3912404,16832599
ab-3923932,Summerhill Guest House Sunset Suite,Apartment,Entire home/apt,8/20/14,2014-08-20,5-24-19,2019-05-24,49.13063,-125.8921,3923932,18066903
ab-17857379,CB Suite Tofino,House,Entire home/apt,3/21/17,2017-03-21,10-21-17,2017-10-21,49.12320837,-125.8902786,17857379,30504477
ab-3930424,Cozy cabin for two in Tofino,Cabin,Entire home/apt,8/20/14,2014-08-20,11-28-17,2017-11-28,49.13439329,-125.891893,3930424,8095758
ab-2028450,Beautiful 4Pr Ocean Front Condo ,Apartment,Entire home/apt,12/3/13,2013-12-03,5-23-19,2019-05-23,49.15446,-125.90888,2028450,8813504
ab-11459834,Tranquil Accommodations Tofino,House,Entire home/apt,2/22/16,2016-02-22,5-24-19,2019-05-24,49.11237,-125.87436,11459834,29537227
ab-7557771,Sand Dollar - Recreation Room,Guest suite,Entire home/apt,9/6/17,2017-09-06,5-23-19,2019-05-23,49.14818,-125.89807,7557771,31104397
ab-321646,Comfortable single bed in Tofino,Dorm,Shared room,1/23/12,2012-01-23,12-17-16,2016-12-17,49.15139972,-125.9091526,321646,624364
ab-10733765,Harbour Hideaway oceanfront condo,Loft,Entire home/apt,1/19/16,2016-01-19,5-22-19,2019-05-22,49.15273,-125.91043,10733765,6359446
ab-15468476,The Blue house in downtown Tofino!,Townhouse,Entire home/apt,5/24/17,2017-05-24,5-23-19,2019-05-23,49.14485,-125.89174,15468476,99266735
ab-6603865,Tofino luxury waterfront loft condo,Loft,Entire home/apt,5/28/15,2015-05-28,5-24-19,2019-05-24,49.15291,-125.90458,6603865,34553292
ab-12735723,Central Private Funky Studio Suite,Guest suite,Entire home/apt,4/27/16,2016-04-27,5-21-19,2019-05-21,49.15438,-125.90549,12735723,42213514
ab-12736819,Breakfast and One Double Bed or Two Singles - Rm 3,Bed and breakfast,Private room,4/27/16,2016-04-27,5-24-19,2019-05-24,49.15209,-125.91012,12736819,47660498
ab-11482456,Raven's Retreat,Apartment,Entire home/apt,2/23/16,2016-02-23,5-22-19,2019-05-22,49.15186,-125.90023,11482456,7434361
ab-10814335,Tofino Harbour House,Townhouse,Entire home/apt,1/23/16,2016-01-23,5-24-19,2019-05-24,49.15403,-125.90318,10814335,55993789
ab-10814581,High Tide- Private Waterfront Suite,Condominium,Entire home/apt,1/23/16,2016-01-23,5-23-19,2019-05-23,49.15163,-125.89724,10814581,4781608
ab-17880187,Supreme Eik Landing Waterfront View 2 BR Apartment,Apartment,Entire home/apt,3/22/17,2017-03-22,5-25-19,2019-05-25,49.15079,-125.89867,17880187,122430624
ab-2105855,TopFloor Condo w/ Ocean Front Views,Apartment,Entire home/apt,12/22/13,2013-12-22,5-25-19,2019-05-25,49.15451,-125.90991,2105855,8813504
ab-3979536,Kitchen Garden Suite,Apartment,Entire home/apt,8/27/14,2014-08-27,5-23-19,2019-05-23,49.13244,-125.89219,3979536,18066903
ab-14806800,"Barnacle Room, Waterfront guest house",Bed and breakfast,Private room,5/12/17,2017-05-12,10-2-18,2018-10-02,49.14931545,-125.9140729,14806800,19074636
ab-378992,Modern Studio Suite in the Trees,Loft,Entire home/apt,3/10/12,2012-03-10,12-29-16,2016-12-29,49.11356725,-125.8739262,378992,1903224
ab-3992688,Cozy Family Room - Right In Down Town Tofino !,Bed and breakfast,Private room,8/29/14,2014-08-29,5-21-19,2019-05-21,49.15401,-125.9062,3992688,9487541
ab-10940498,Hilltop Haven,Guest suite,Entire home/apt,1/29/16,2016-01-29,5-23-19,2019-05-23,49.14782,-125.9015,10940498,56727561
ab-11514950,Suite Sanctuary,Apartment,Entire home/apt,2/24/16,2016-02-24,1-16-17,2017-01-16,49.13032175,-125.8912745,11514950,7434361
ab-14809475,"Dungeness Room, Waterfront guesthouse",Guest suite,Private room,5/8/17,2017-05-08,9-29-18,2018-09-29,49.14964675,-125.9140508,14809475,19074636
ab-11011277,Waterfront Studio Apartment,Loft,Entire home/apt,2/1/16,2016-02-01,5-22-19,2019-05-22,49.15411,-125.91009,11011277,1903224
ab-11021233,Tessa's Tofino Gateway ,Cabin,Entire home/apt,6/5/17,2017-06-05,6-15-17,2017-06-15,49.26327505,-124.8077699,11021233,57188329
ab-11022352,Emerald Forest Private Room,Bed and breakfast,Private room,2/1/16,2016-02-01,5-24-19,2019-05-24,49.11741,-125.88381,11022352,15870820
ab-11023616,Chahayis on Chesterman Beach Tofino,House,Entire home/apt,3/16/17,2017-03-16,4-10-18,2018-04-10,49.1104316,-125.8851039,11023616,57205422
ab-7584121,Clean New Ucluelet Home By Tofino!,House,Entire home/apt,7/25/15,2015-07-25,5-5-16,2016-05-05,48.93746824,-125.5478331,7584121,39772746
ab-3993616,Comfortable Bed In Shared Room-Right In Down Town,House,Shared room,8/29/14,2014-08-29,5-24-19,2019-05-24,49.15466,-125.90509,3993616,9487541
ab-11063988,The Anchor at South Chesterman Beach,House,Entire home/apt,2/3/16,2016-02-03,5-23-19,2019-05-23,49.11372,-125.88357,11063988,57400115
ab-11066316,The Crow's Nest Suite,Guest suite,Entire home/apt,2/3/16,2016-02-03,5-21-19,2019-05-21,49.1129,-125.88338,11066316,57400115
ab-11067679,Cozy family-friendly 500 sqft. ap.,Apartment,Entire home/apt,2/3/16,2016-02-03,5-21-19,2019-05-21,49.14221,-125.89029,11067679,38975430
ab-19829742,Shoreline Suite,Apartment,Entire home/apt,7/10/17,2017-07-10,11-1-17,2017-11-01,49.15292093,-125.9097374,19829742,15084587
ab-11102477,Stunning inlet views 30 day min,Entire apartment,Entire home/apt,2/5/16,2016-02-05,1-15-18,2018-01-15,49.15358474,-125.9069484,11102477,415787
ab-19831025,3 Bedroom House at Chesterman Beach,Entire house,Entire home/apt,7/10/17,2017-07-10,2-23-18,2018-02-23,49.12175766,-125.8940635,19831025,33316154
ab-424986,Stormfront Guest House Tofino,House,Entire home/apt,4/9/12,2012-04-09,5-21-19,2019-05-21,49.15036,-125.89777,424986,2113192
ab-426157,Clayoquot Cedars Cox Bay Tofino,House,Entire home/apt,4/10/12,2012-04-10,5-23-19,2019-05-23,49.11093,-125.87652,426157,2118559
ab-433523,For King & Queens: Queen bed and our largest room,Bed and breakfast,Private room,4/15/12,2012-04-15,12-1-18,2018-12-01,49.15434858,-125.9090724,433523,624364
ab-11181985,Artist's Nook,House,Entire home/apt,2/9/16,2016-02-09,5-22-19,2019-05-22,49.14924,-125.90654,11181985,34863250
ab-11571275,Storm Watch Suite #2 Oceanfront Accommodation,Bed and breakfast,Private room,2/27/16,2016-02-27,5-23-19,2019-05-23,49.14994,-125.91193,11571275,58473347
ab-11571317,Rainforest Apartment Suite,Apartment,Entire home/apt,2/27/16,2016-02-27,8-4-18,2018-08-04,49.10684424,-125.8672436,11571317,61142009
ab-11571345,Storm Watch Suite #3 Oceanfront Accommodation,Bed and breakfast,Private room,2/27/16,2016-02-27,5-22-19,2019-05-22,49.14827,-125.91305,11571345,58473347
ab-17908671,Tofino Dream Cottage,House,Entire home/apt,12/31/18,2018-12-31,5-24-19,2019-05-24,49.12243,-125.89143,17908671,10799344
ab-2241953,Tofino Tree House,House,Entire home/apt,1/17/14,2014-01-17,5-21-19,2019-05-21,49.11125,-125.87742,2241953,9773257
ab-11572367,Rainforest Suite,House,Private room,2/27/16,2016-02-27,8-4-18,2018-08-04,49.10459404,-125.8667679,11572367,61142009
ab-11224515,River Otter suite,Guest suite,Entire home/apt,2/11/16,2016-02-11,5-24-19,2019-05-24,49.13598,-125.88693,11224515,58490574
ab-11225149,Storm Watch Suite #1 Oceanfront Accommodation,Bed and breakfast,Private room,2/11/16,2016-02-11,5-21-19,2019-05-21,49.15016,-125.91287,11225149,58473347
ab-11279080,Chesterman Beach Suite (Loft),Guest suite,Entire home/apt,6/24/17,2017-06-24,5-24-19,2019-05-24,49.12081,-125.89438,11279080,58902662
ab-2256884,West Coast Family Home,House,Entire home/apt,1/20/14,2014-01-20,5-21-19,2019-05-21,49.14153,-125.89178,2256884,4282834
ab-11574454,Rainforest Suite 2,Private room in house,Private room,2/27/16,2016-02-27,2-16-18,2018-02-16,49.10531929,-125.8670982,11574454,61142009
ab-18687647,Browning Pass Place,Cabin,Entire home/apt,5/10/17,2017-05-10,5-24-19,2019-05-24,49.14195,-125.88907,18687647,129903057
ab-5532363,The Shoreline Tofino // Oceanfront A-FRAME Home,Room in boutique hotel,Private room,3/3/15,2015-03-03,5-20-19,2019-05-20,49.14906,-125.89475,5532363,28686545
ab-17041178,The Hygge House - Newly Renovated Cozy Cottage,Cottage,Entire home/apt,1/30/17,2017-01-30,5-22-19,2019-05-22,49.15071,-125.89833,17041178,14296162
ab-6685933,Private Room# 6 - (Two Double Beds),Dorm,Private room,6/3/15,2015-06-03,9-27-17,2017-09-27,49.15327807,-125.9067492,6685933,34994271
ab-7638322,Clean New Ucluelet Mini Suite By Tofino!,House,Private room,7/27/15,2015-07-27,6-29-16,2016-06-29,48.9356859,-125.5464276,7638322,39772746
ab-17943680,Caught in the Middle,Bed and breakfast,Private room,3/26/17,2017-03-26,12-3-18,2018-12-03,49.15245076,-125.9104271,17943680,624364
ab-2374149,Salal Chesterman Beach Tofino,House,Entire home/apt,2/10/14,2014-02-10,5-24-19,2019-05-24,49.11407,-125.88621,2374149,12129242
ab-17955498,The Mermaid Tavern,House,Entire home/apt,3/27/17,2017-03-27,5-23-19,2019-05-23,49.10761,-125.8704,17955498,49728278
ab-4091227,Eik Landing 2BR Apartment WaterView,Apartment,Entire home/apt,9/6/14,2014-09-06,5-21-19,2019-05-21,49.15086,-125.89727,4091227,8813504
ab-15534487,"Nootka House at Chesterman Beach, Sauna, Hot Tub",House,Entire home/apt,10/14/16,2016-10-14,5-22-19,2019-05-22,49.12025,-125.89257,15534487,99924522
ab-544109,Black Bear Suite,Guest suite,Entire home/apt,6/17/12,2012-06-17,5-24-19,2019-05-24,49.11567,-125.87863,544109,2146505
ab-2403027,Yacht House,House,Entire home/apt,2/5/18,2018-02-05,5-24-19,2019-05-24,49.12202,-125.89433,2403027,9107401
ab-13496919,Pacific Zen,Condominium,Entire home/apt,6/12/16,2016-06-12,4-16-19,2019-04-16,49.15494,-125.90456,13496919,7434361
ab-5592380,Emerald Forest,Bed and breakfast,Private room,3/8/15,2015-03-08,5-24-19,2019-05-24,49.11611,-125.88504,5592380,15870820
ab-19887768,Basic Rooms Downtown Tofino,Apartment,Private room,7/13/17,2017-07-13,7-19-17,2017-07-19,49.15242008,-125.9073132,19887768,140772253
ab-5607916,Rockfish Guest Suite,House,Entire home/apt,3/9/15,2015-03-09,5-21-19,2019-05-21,49.14154,-125.8926,5607916,7043743
ab-14860036,The Tideline,Loft,Entire home/apt,9/1/16,2016-09-01,5-23-19,2019-05-23,49.1525,-125.91019,14860036,7434361
ab-19891893,Cloudbreaker House,House,Entire home/apt,7/13/17,2017-07-13,5-23-19,2019-05-23,49.14676,-125.90849,19891893,7043743
ab-17980877,Garden Cottage,Cabin,Entire home/apt,3/29/17,2017-03-29,5-23-19,2019-05-23,49.13536,-125.88992,17980877,58490574
ab-5643373,Private Cedar Cottage with Hot Tub,Cabin,Entire home/apt,3/13/15,2015-03-13,5-21-19,2019-05-21,49.15181,-125.90405,5643373,8813504
ab-11659642,Surf Sanctuary,Cabin,Entire home/apt,3/2/16,2016-03-02,5-23-19,2019-05-23,49.11483,-125.87744,11659642,61882936
ab-19911370,Tofino Greenhouse,Entire vacation home,Entire home/apt,7/15/17,2017-07-15,12-29-17,2017-12-29,49.11552821,-125.883787,19911370,63299806
ab-7699890,Jensen's Bay Retreat House,House,Entire home/apt,8/1/15,2015-08-01,7-9-17,2017-07-09,49.11138087,-125.8804011,7699890,7317725
ab-17144411,Luxury Boutique Suite By Tofino ~ Spa Hot Tub ☆☆☆☆,Room in boutique hotel,Private room,2/5/17,2017-02-05,5-21-19,2019-05-21,48.94005,-125.54496,17144411,39772746
ab-5686455,Chesterman Beach Cottage Suite,Guest suite,Entire home/apt,3/16/15,2015-03-16,5-24-19,2019-05-24,49.117,-125.89273,5686455,23720350
ab-14153678,Yew Wood Retreat,Guest suite,Entire home/apt,7/23/16,2016-07-23,5-22-19,2019-05-22,49.14161,-125.89464,14153678,85534989
ab-16353893,Cox Bay Surf Home,House,Entire home/apt,12/12/16,2016-12-12,5-24-17,2017-05-24,49.10941434,-125.8772107,16353893,23912256
ab-19329225,Harbourfront Guest Suite,Condominium,Entire home/apt,6/14/17,2017-06-14,5-24-19,2019-05-24,49.15305,-125.90953,19329225,83545978
ab-7733017,The Bird's Nest Tofino,House,Entire home/apt,8/2/15,2015-08-02,5-21-19,2019-05-21,49.15196,-125.90813,7733017,36901386
ab-16382684,Chesterman Cabin,House,Entire home/apt,12/14/16,2016-12-14,5-21-19,2019-05-21,49.12143,-125.89067,16382684,7434361
ab-19344988,Bed in a Shared Room - Right In Down Town Tofino !,House,Shared room,10/16/17,2017-10-16,5-22-19,2019-05-22,49.15285,-125.90691,19344988,9487541
ab-18061834,Raincoast Retreat: Private cabin in Tofino,Guesthouse,Entire home/apt,4/3/17,2017-04-03,9-11-18,2018-09-11,49.1309551,-125.8922675,18061834,81692140
ab-16414790,The Harbourview- Ocean Front Condo,Loft,Entire home/apt,12/17/16,2016-12-17,5-20-19,2019-05-20,49.15363,-125.90945,16414790,36901386
ab-13533596,Salt - West Coast home with the best view in town!,House,Entire home/apt,6/15/16,2016-06-15,5-21-19,2019-05-21,49.14657,-125.89578,13533596,7434361
ab-5774451,Tofino Cabin,Cabin,Entire home/apt,3/30/19,2019-03-30,5-24-19,2019-05-24,49.11981,-125.89323,5774451,14278938
ab-6785165,Moon Shadow,Apartment,Entire home/apt,6/9/15,2015-06-09,5-23-19,2019-05-23,49.15258,-125.89893,6785165,7434361
ab-6795586,Tofino Oyster Catcher Suite,Guest suite,Entire home/apt,6/10/15,2015-06-10,5-23-19,2019-05-23,49.14234,-125.89278,6795586,35570727
ab-4210391,Cobble Wood & Bird Sanctuary Guest House,Guest suite,Private room,7/1/17,2017-07-01,5-24-19,2019-05-24,49.13015,-125.89007,4210391,21848449
ab-2691956,Tofino Retreat,House,Entire home/apt,4/1/14,2014-04-01,5-24-19,2019-05-24,49.1114,-125.87455,2691956,10728734
ab-19362211,Tyee Suite Ocean View,Entire guesthouse,Entire home/apt,6/16/17,2017-06-16,1-30-18,2018-01-30,49.1518262,-125.8970429,19362211,102892472
ab-19363816,Surf Shack Cozy Digs & Hot Tub at Chesterman Beach,Cabin,Entire home/apt,6/16/17,2017-06-16,5-23-19,2019-05-23,49.11237,-125.88711,19363816,58902662
ab-719228,Shorewind Place Guest Suite Tofino!,Guest suite,Entire home/apt,9/29/12,2012-09-29,11-5-18,2018-11-05,49.14727347,-125.8927687,719228,3710721
ab-20482203,Ucluelet / Tofino Vacation Rental - Habitat House,Bungalow,Entire home/apt,8/15/17,2017-08-15,5-24-19,2019-05-24,48.97026,-125.59051,20482203,146218408
ab-5807406,Cedar Sands,House,Entire home/apt,3/27/15,2015-03-27,10-30-18,2018-10-30,49.10719826,-125.8673825,5807406,7434361
ab-20540188,"DIRECTLY on Chesterman Beach - 3BR, 3Bath Tofino Beach House by OnlyBC",House,Entire home/apt,11/18/17,2017-11-18,5-22-19,2019-05-22,49.11683,-125.89248,20540188,122383171
ab-20540196,Oceanfront Condo by OnlyBC @104,Condominium,Entire home/apt,8/19/17,2017-08-19,5-22-19,2019-05-22,49.15261,-125.89942,20540196,122383171
ab-20540275,Waterfront Condo by OnlyBC @202,Condominium,Entire home/apt,8/19/17,2017-08-19,5-24-19,2019-05-24,49.15091,-125.89881,20540275,122383171
ab-18124214,Sailors Rest - Executive Loft  Waterfront Tofino,Loft,Entire home/apt,4/6/17,2017-04-06,5-21-19,2019-05-21,49.15317,-125.90631,18124214,2118559
ab-16453467,Stay and Surf - Beachfront,Townhouse,Entire home/apt,12/20/16,2016-12-20,5-22-19,2019-05-22,49.11232,-125.87912,16453467,9584286
ab-2723287,Ocean Dream Waterfront Cottage Tofino,House,Entire home/apt,4/4/14,2014-04-04,5-22-19,2019-05-22,49.1457,-125.88966,2723287,13936106
ab-20574273,Surfers Guesthouse,Guest suite,Entire home/apt,9/12/18,2018-09-12,5-22-19,2019-05-22,49.11341,-125.87982,20574273,7434361
ab-20574293,Tidal View,House,Entire home/apt,8/20/17,2017-08-20,5-24-19,2019-05-24,49.11419,-125.87935,20574293,7434361
ab-17254786,Ocean Hill House,House,Entire home/apt,2/12/17,2017-02-12,5-21-19,2019-05-21,49.14758,-125.91131,17254786,116295363
ab-9064206,Wolf's Den and Yoga Hollow Jensen's Bay,House,Entire home/apt,10/22/15,2015-10-22,9-30-18,2018-09-30,49.11354777,-125.8784743,9064206,7317725
ab-6845614,The Sunset House at Rosie Bay,House,Entire home/apt,6/13/15,2015-06-13,1-4-16,2016-01-04,49.10717393,-125.8720865,6845614,35870882
ab-20623431,Heron's Nest on Chesterman Beach,Guest suite,Entire home/apt,8/23/17,2017-08-23,5-21-19,2019-05-21,49.1161,-125.89332,20623431,27927489
ab-7823886,"West Coast Hideaway (Hot Tub, 5min walk to CoxBay)",House,Entire home/apt,8/8/15,2015-08-08,5-24-19,2019-05-24,49.10898,-125.86926,7823886,5918863
ab-9071863,Jensen's Bay Sweet Suite,House,Entire home/apt,10/23/15,2015-10-23,7-9-17,2017-07-09,49.11130128,-125.8782782,9071863,7317725
ab-2804141,OceanFront View Top Floor End Unit ,Loft,Entire home/apt,4/14/14,2014-04-14,5-24-19,2019-05-24,49.15284,-125.90986,2804141,8813504
